EVAL_ID,BUILDINGTYPE,CLIENTCITY,ClientPcode,EntrydateD,COMMONHEATEDFLOORAREA,COMMONSPACEELECCONS,DECADEBUILT,EGHFCONELEC,EGHFCONNGAS,EGHFCONOIL,EGHFCONPROP,EGHFCONTOTAL,EGHFCONWOOD,EGHFURNACEAEC,EGHHEATFCONSE,EGHHEATFCONSG,EGHHEATFCONSO,EGHHEATFCONSP,EGHHEATFCONSW,EGHRATING,EGHSPACEENERGY,ELECAUTOCHRGSTATION,ERSELECGHG,ERSGHG,ERSLIGHTAPPLIANCEENERGY,ERSNGASGHG,ERSOILGHG,ERSOTHERELECENERGY,ERSPROPGHG,ERSRATING,ERSSPACECOOLENERGY,ERSVENTILATIONENERGY,ERSWATERHEATINGENERGY,ERSWOODGHG,FLOORAREA,FURNACEFUEL,HEATEDFLOORAREA,INDFURNACEFUEL,INDFURNACETYPE,NUMDWELLINGUNITS,PDHWFUEL,TOTALOCCUPANTS,TYPEOFHOUSE,YEARBUILT,EGHFCONELEC_POST,EGHFCONNGAS_POST,EGHFCONOIL_POST,EGHFCONPROP_POST,EGHFCONTOTAL_POST,EGHFCONWOOD_POST,EGHFURNACEAEC_POST,EGHHEATFCONSE_POST,EGHHEATFCONSG_POST,EGHHEATFCONSO_POST,EGHHEATFCONSP_POST,EGHHEATFCONSW_POST,EGHRATING_POST,EGHSPACEENERGY_POST,ELECAUTOCHRGSTATION_POST,EntrydateE,ERSELECGHG_POST,ERSGHG_POST,ERSLIGHTAPPLIANCEENERGY_POST,ERSNGASGHG_POST,ERSOILGHG_POST,ERSOTHERELECENERGY_POST,ERSPROPGHG_POST,ERSRATING_POST,ERSSPACECOOLENERGY_POST,ERSVENTILATIONENERGY_POST,ERSWATERHEATINGENERGY_POST,ERSWOODGHG_POST,FLOORAREA_POST,FURNACEFUEL_POST,HEATEDFLOORAREA_POST,INDFURNACEFUEL_POST,INDFURNACETYPE_POST,PDHWFUEL_POST,PROGRAMNAME
1455232,,VANCOUVER,V5N,2016,,,1960,7914.8,3666.3,0,0,165094.7,0,112290.5,1457,112290,0,0,0,0,113747.5,,0.2,7.2,11694.2,7.1,0,13928.4,0,165,0,1413.9,24311,0,215.1,Natural Gas,220.55,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1963,7593.9,2590.2,0,0,123847.9,0,72177.6,302,72177,0,0,0,0,72479.3,,2016,0.2,5.2,11694.2,5,0,13928.4,0,124,0,1413.9,24332.4,0,215.1,Natural Gas,227.33,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.3
1455233,,VANCOUVER,V5E,2016,,,1980,8114.4,3917,0,0,175154.1,0,121787.5,1610,121787,0,0,0,0,123397.3,,0.2,7.7,11694.2,7.5,0,13928.4,0,175,0,1979.4,24155.2,0,238.5,Natural Gas,228.17,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1986,7933.2,2875.1,0,0,135682.5,0,82968.2,957,82968,0,0,0,0,83925.5,,2016,0.2,5.7,11694.2,5.5,0,13928.4,0,136,0,1979.4,24155.2,0,238.5,Natural Gas,326.46,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453196,,RICHMOND,V7C,2016,,,1970,7772.2,2867.6,0,0,134823.4,0,76228.2,943,82688,0,0,0,0,83632,,0.2,5.7,11694.2,5.5,0,13928.4,0,135,0,1413.9,24155.2,0,133.7,Natural Gas,237.83,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1979,7745.2,2551.2,0,0,122936.6,0,68719.5,846,75180,0,0,0,0,76025.9,,2016,0.2,5.1,11694.2,4.9,0,13928.4,0,123,0,1413.9,19874.4,0,133.7,Natural Gas,237.83,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453170,,BURNABY,V5G,2016,,,2000,7339.2,2359.7,0,0,114340.6,0,49507,768,63578,0,0,0,0,64346.3,,0.2,4.7,11694.2,4.5,0,13928.4,0,114,0,30,24342,0,209.1,Natural Gas,201.79,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,"Row, end unit",2001,7309.3,2050.1,0,0,102699.1,0,42593.5,661,56510,0,0,0,0,57171.3,,2016,0.2,4.1,11694.2,4,0,13928.4,0,103,0,30,19875.4,0,209.1,Natural Gas,201.79,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453300,,RICHMOND,V7C,2016,,,1980,7475.9,3340.5,0,0,159258.4,0.6,100123.7,1260,100123,0,0,7881,0,109265.3,,0.2,6.9,11694.2,6.4,0,13928.4,0,159,0,30,24340.8,0.3,244.7,Natural Gas,234.12,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1988,7393.5,2645.5,0,0,132417,0.5,78695.4,964,78695,0,0,7231,0,86890.3,,2016,0.2,5.5,11694.2,5.1,0,13928.4,0,132,0,30,19874.4,0.2,244.7,Natural Gas,329.25,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455221,,VANCOUVER,V5P,2016,,,1960,7419.9,2322.2,0,0,113233.6,0,62367.1,1089,62367,0,0,0,0,63456.1,,0.2,4.6,11694.2,4.5,0,13928.4,0,113,0,0,24155.2,0,197.8,Natural Gas,201.41,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1964,7316.6,1457.2,0,0,80635.3,0,41073.7,717,41074,0,0,0,0,41790.8,,2016,0.2,3,11694.2,2.8,0,13928.4,0,81,0,0,13221.9,0,197.8,Natural Gas,201.41,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455238,,SURREY,V4N,2016,,,1990,8368.7,4214.5,0,0,187154.6,0,126266.6,1960,132727,0,0,0,0,134686.7,,0.2,8.3,11694.2,8.1,0,13928.4,0,187,0,2545,24300.7,0,340,Natural Gas,219.91,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1990,7952.6,3282.5,0,0,150930.3,0,95800.2,462,102260,0,0,0,0,102722.2,,2016,0.2,6.5,11694.2,6.3,0,13928.4,0,151,0,2545,20040.7,0,340,Natural Gas,335.57,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.3
1455243,,VANCOUVER,V5S,2016,,,1950,7766.3,3398.5,0,0,154581.8,0,95879.4,1205,102339,0,0,0,0,103544.7,,0.2,6.7,11694.2,6.6,0,13928.4,0,155,0,1131.1,24283.7,0,181.2,Natural Gas,196.95,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1950,7590.1,1838.6,0,0,95827.6,0,48904,570,55364,0,0,0,0,55934.8,,2016,0.2,3.7,11694.2,3.5,0,13928.4,0,96,0,1131.1,13139.2,0,181.2,Natural Gas,196.95,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455244,,Richmond,V6V,2016,,,1980,7870.2,3394.7,0,0,154816.5,0,102341,1296,102341,0,0,0,0,103637.2,,0.2,6.7,11694.2,6.5,0,13928.4,0,155,0,1413.9,24143.1,0,197.2,Natural Gas,214.05,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1985,7699.5,1989.6,0,0,101847.1,0,58019.9,682,58020,0,0,0,0,58701.6,,2016,0.2,4,11694.2,3.8,0,13928.4,0,102,0,1413.9,16109.2,0,197.2,Natural Gas,307.14,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1456076,,RICHMOND,V6Y,2016,,,1980,9193.7,4204.2,0,0,189742.5,0,132304.6,2053,132304,0,0,0,0,134358,,0.2,8.3,11694.2,8.1,0,13928.4,0,190,5391.5,30,24340.8,0,560.2,Natural Gas,483.1,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1988,9197.8,3462.1,0,0,162108.2,0,104655.5,1929,104655,0,0,0,0,106584.3,,2016,0.2,6.9,11694.2,6.7,0,13928.4,0,162,5530.8,30,24340.8,0,560.2,Natural Gas,657.38,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455981,,VANCOUVER,V5N,2016,,,1990,8935.1,4813,0,0,211494.7,0,148713.4,2019,155173,0,0,0,0,157192.9,,0.2,9.5,11694.2,9.3,0,13928.4,0,211,0,4524.4,24155.2,0,190.8,Natural Gas,195.84,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1990,8892.6,4398.8,0,0,195908.9,0,137561.2,1866,144021,0,0,0,0,145888,,2016,0.2,8.7,11694.2,8.5,0,13928.4,0,196,0,4524.4,19874.4,0,190.8,Natural Gas,195.84,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455239,,RICHMOND,V6X,2016,,,1970,7865.4,3363.2,0,0,153623.5,0,101159.5,1279,101159,0,0,0,0,102438.4,,0.2,6.6,11694.2,6.5,0,13928.4,0,154,0,1413.9,24149,0,184.6,Natural Gas,179.12,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1978,7584.4,2246.5,0,0,111007.1,0,59554.5,267,59554,0,0,0,0,59821.8,,2016,0.2,4.5,11694.2,4.3,0,13928.4,0,111,0,1413.9,24149,0,184.6,Natural Gas,179.12,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.3
1453130,,VANCOUVER,V5S,2016,,,1960,7306.1,2574.2,0,0,122215.6,0,37196.2,649,71465,0,0,0,0,72114.4,,0.2,5.1,11694.2,5,0,13928.4,0,122,0,30,24448.9,0,129,Natural Gas,152.36,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1962,7302,2164,0,0,106914.7,0,28343.9,495,60596,0,0,0,0,61090.7,,2016,0.2,4.3,11694.2,4.2,0,13928.4,0,107,0,169.7,20031.9,0,129,Natural Gas,152.36,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453146,,VANCOUVER,V5P,2016,,,1950,7489.8,3481.8,0,0,185125.1,2,105171.1,1311,105171,0,0,28433,0,134914.6,,0.2,7.7,11694.2,6.7,0,13928.4,0,185,0,30,24558.2,0.8,141.4,Natural Gas,155.71,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1959,7308.7,2071.5,0,0,130416.2,1.9,57077,659,57077,0,0,26924,0,84659.4,,2016,0.2,4.9,11694.2,4,0,13928.4,0,130,0,30,20104.4,0.8,141.4,Natural Gas,155.71,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453206,,NEW WESTMINSTER,V3L,2016,,,1900,7514,2852.5,0,0,133331.1,0,81774.7,1428,81774,0,0,0,0,83202.5,,0.2,5.7,11694.2,5.5,0,13928.4,0,133,0,0,24506.3,0,217.8,Natural Gas,249.91,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1904,7313.4,2299.7,0,0,112011.4,0,61152.4,706,61152,0,0,0,0,61858.1,,2016,0.2,4.6,11694.2,4.4,0,13928.4,0,112,0,0,24530.9,0,217.8,Natural Gas,249.91,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453139,,SURREY,V4N,2016,,,1980,7663.2,5435.3,0,0,230100.6,0,149944.4,1935,178185,0,0,0,0,180120,,0.2,10.6,11694.2,10.5,0,13928.4,0,230,0,30,24328.4,0,284.5,Natural Gas,431.26,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1980,7374.5,3453.2,0,0,155210.8,0,77064.7,896,104334,0,0,0,0,105230.1,,2016,0.2,6.8,11694.2,6.7,0,13928.4,0,155,0,30,24328.4,0,284.5,Natural Gas,431.26,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455241,,VANCOUVER,V6P,2016,,,1960,7916.5,3116.4,0,0,144613.2,0,91959,1180,91959,0,0,0,0,93139,,0.2,6.2,11694.2,6,0,13928.4,0,145,0,1696.6,24155.2,0,159.4,Natural Gas,153.85,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1960,7786,2288.8,0,0,113307.5,0,61122.9,710,61123,0,0,0,0,61833.3,,2016,0.2,4.6,11694.2,4.4,0,13928.4,0,113,0,1696.6,24155.2,0,159.4,Natural Gas,153.85,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455247,,VANCOUVER,V5P,2016,,,1970,8113.2,3948.1,0,0,176308.6,0,122794,1605,122794,0,0,0,0,124399.4,,0.2,7.8,11694.2,7.6,0,13928.4,0,176,0,1979.4,24307.5,0,221.1,Natural Gas,227.8,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1971,7756.4,2476.8,0,0,120205.6,0,67936.5,321,67936,0,0,0,0,68257.6,,2016,0.2,4.9,11694.2,4.8,0,13928.4,0,120,0,1979.4,24346.2,0,221.1,Natural Gas,227.8,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.3
1455297,,RICHMOND,V7E,2016,,,1980,7755.4,2664.3,0,0,127187.9,0,75113.5,1166,75113,0,0,0,0,76279.3,,0.2,5.3,11694.2,5.1,0,13928.4,0,127,0,1131.1,24155.2,0,152.2,Natural Gas,176.89,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1980,7716.3,2306.2,0,0,113704.3,0,66051.3,1025,66051,0,0,0,0,67076.5,,2016,0.2,4.6,11694.2,4.4,0,13928.4,0,114,0,1131.1,19874.4,0,152.2,Natural Gas,176.89,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455195,,RICHMOND,V7C,2016,,,1960,7492.9,3465.1,0,0,167227.7,0.8,104766.7,1322,104766,0,0,11146,0,117234.6,,0.2,7.1,11694.2,6.7,0,13928.4,0,167,0,30,24340.8,0.3,180.1,Natural Gas,254,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1966,7376.9,2651.2,0,0,135243.3,0.7,74441.8,904,74442,0,0,9904,0,85250.1,,2016,0.2,5.6,11694.2,5.1,0,13928.4,0,135,0,30,24340.8,0.3,180.1,Natural Gas,254,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455229,,VANCOUVER,V5W,2016,,,1990,8126.9,3485.9,0,0,159139.1,0,105727.6,1372,105727,0,0,0,0,107099.4,,0.2,6.9,11694.2,6.7,0,13928.4,0,159,0,2262.2,24155.2,0,212,Natural Gas,193.24,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1998,8122.5,2419.6,0,0,119391.2,0,73577.2,1356,73577,0,0,0,0,74933.2,,2016,0.2,4.8,11694.2,4.7,0,13928.4,0,119,0,2262.2,16573.4,0,212,Natural Gas,305.09,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455235,,VANCOUVER,V5P,2016,,,1960,8045.3,3005.6,0,0,140947.9,0,87698.7,1361,87699,0,0,0,0,89059.8,,0.2,6,11694.2,5.8,0,13928.4,0,141,0,1979.4,24286.3,0,179.4,Natural Gas,183.95,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1960,7878.2,2387.2,0,0,117307.8,0,64629.2,759,64629,0,0,0,0,65388.5,,2016,0.2,4.8,11694.2,4.6,0,13928.4,0,117,0,1979.4,24317.4,0,179.4,Natural Gas,208.66,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455236,,VANCOUVER,V5V,2016,,,1980,8057.1,3542,0,0,160975.2,0,107814.8,1404,107815,0,0,0,0,109218.3,,0.2,7,11694.2,6.8,0,13928.4,0,161,0,1979.4,24155.2,0,222,Natural Gas,212.56,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1980,7885,2242.8,0,0,111948.6,0,67446.6,784,67446,0,0,0,0,68230.5,,2016,0.2,4.5,11694.2,4.3,0,13928.4,0,112,0,1979.4,16116.2,0,222,Natural Gas,212.56,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455242,,VANCOUVER,V5P,2016,,,1980,8208.1,4056,0,0,180670.2,0,126978.6,1664,126978,0,0,0,0,128642.7,,0.2,8,11694.2,7.8,0,13928.4,0,181,0,2262.2,24143.1,0,205.6,Natural Gas,193.15,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1984,7973,2516.2,0,0,122455.1,0,69609.6,818,69609,0,0,0,0,70427.5,,2016,0.2,5,11694.2,4.8,0,13928.4,0,122,0,2262.2,24143.1,0,205.6,Natural Gas,193.15,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453133,,VANCOUVER,V6N,2016,,,1990,7650.1,4542.4,0,0,196786.3,0,144730.6,1888,144730,0,0,0,0,146618.5,,0.2,8.9,11694.2,8.8,0,13928.4,0,197,0,30,24515.6,0,287.2,Natural Gas,306.02,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1997,7530.1,2778.5,0,0,130630.5,0,78992.3,1456,78992,0,0,0,0,80448.2,,2016,0.2,5.5,11694.2,5.4,0,13928.4,0,131,0,30,24530,0,287.2,Natural Gas,306.02,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453136,,BURNABY,V5G,2016,,,1980,7580.8,4109,0,0,180387.7,0,128762.6,1638,128762,0,0,0,0,130401,,0.2,8.1,11694.2,7.9,0,13928.4,0,180,0,30,24334.5,0,263.3,Natural Gas,252.32,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1984,7324.1,2302.3,0,0,112148.1,0,61447.1,714,61447,0,0,0,0,62161.3,,2016,0.2,4.6,11694.2,4.4,0,13928.4,0,112,0,30,24334.5,0,263.3,Natural Gas,252.32,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455184,,VANCOUVER,V5S,2016,,,1960,7426.1,3028.6,0,0,156578.8,1.2,88326.8,1082,88327,0,0,17004,0,106412.4,,0.2,6.5,11694.2,5.8,0,13928.4,0,157,0,30,24514.2,0.5,213.1,Natural Gas,218.51,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1960,7240.8,1622.9,0,0,101521,1.1,35910.3,414,35910,0,0,14986,0,51311.1,,2016,0.2,3.8,11694.2,3.1,0,13928.4,0,102,0,30,24557.5,0.5,213.1,Natural Gas,216.65,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455240,,RICHMOND,V7C,2016,,,1990,7826.9,2620.2,0,0,125801.3,0,73475.7,1140,73476,0,0,0,0,74616.1,,0.2,5.2,11694.2,5,0,13928.4,0,126,0,1413.9,24149,0,202.8,Natural Gas,196.03,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1998,7705.9,2059.7,0,0,104481.6,0,60628,705,60628,0,0,0,0,61332.7,,2016,0.2,4.1,11694.2,4,0,13928.4,0,104,0,1413.9,16112.6,0,202.8,Natural Gas,196.03,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455245,,New Westminster,V3M,2016,,,1990,8744.7,4279.7,0,0,190936.1,0,128668.1,1997,135128,0,0,0,0,137125.4,,0.2,8.4,11694.2,8.2,0,13928.4,0,191,2447.4,1413.9,24327.2,0,319.7,Natural Gas,329.25,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1990,8678.6,3613.7,0,0,165885.4,0,103824.1,1611,110284,0,0,0,0,111895.8,,2016,0.2,7.1,11694.2,7,0,13928.4,0,166,2595.3,1413.9,24358.2,0,319.7,Natural Gas,329.25,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453158,,SURREY,V4P,2016,,,1990,7626.4,4398.6,0,0,191342.1,0,139085,1803,139085,0,0,0,0,140887.5,,0.2,8.6,11694.2,8.5,0,13928.4,0,191,0,30,24802.5,0,355.4,Natural Gas,350.71,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1992,7391.2,2841,0,0,132459.5,0,81046.9,956,81047,0,0,0,0,82002.5,,2016,0.2,5.6,11694.2,5.5,0,13928.4,0,132,0,30,24804.6,0,355.4,Natural Gas,348.39,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453159,,SURREY,V3T,2016,,,1990,7428.8,3396,0,0,153273.2,0,87631.1,1091,102189,0,0,0,0,103280.1,,0.2,6.7,11694.2,6.5,0,13928.4,0,153,0,30,24340.8,0,216.3,Natural Gas,208.38,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1997,7365.2,2286.6,0,0,111710.2,0,46771.4,862,60855,0,0,0,0,61717.1,,2016,0.2,4.6,11694.2,4.4,0,13928.4,0,112,0,30,24340.8,0,216.3,Natural Gas,343.93,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1455249,,RICHMOND,V6Y,2016,,,1970,8093.6,4554.8,0,0,198844.8,0,138906.9,1818,145367,0,0,0,0,147185.1,,0.2,8.9,11694.2,8.8,0,13928.4,0,199,0,1696.6,24340.8,0,251.1,Natural Gas,215.54,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1971,8022.5,2802.7,0,0,133305.4,0,84742.3,1562,91202,0,0,0,0,92764.4,,2016,0.2,5.6,11694.2,5.4,0,13928.4,0,133,0,1696.6,13221.9,0,251.1,Natural Gas,215.54,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453163,,BURNABY,V3N,2016,,,1990,7632,4913.1,0,0,210532.6,0,142856.4,1823,158568,0,0,0,0,160391.3,,0.2,9.6,11694.2,9.5,0,13928.4,0,211,0,30,24489.1,0,322.6,Natural Gas,316.8,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1995,7517.3,3113.1,0,0,143052.4,0,76487.4,1410,91481,0,0,0,0,92891.3,,2016,0.2,6.2,11694.2,6,0,13928.4,0,143,0,30,24508.8,0,322.6,Natural Gas,324.88,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453165,,PORT COQUITLAM,V3B,2016,,,1990,7415.3,2456.2,0,0,118212.1,0,67176.3,1043,67176,0,0,0,0,68218.9,,0.2,4.9,11694.2,4.7,0,13928.4,0,118,0,30,24340.8,0,198,Natural Gas,190.27,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1993,7277.1,1921.1,0,0,97776.5,0,47238.2,545,47238,0,0,0,0,47783.3,,2016,0.2,3.9,11694.2,3.7,0,13928.4,0,98,0,30,24340.8,0,198,Natural Gas,293.2,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453173,,SURREY,V4A,2016,,,1990,7586.5,4432,0,0,192442.1,0,128735.5,1659,140796,0,0,0,0,142455.4,,0.2,8.7,11694.2,8.5,0,13928.4,0,192,0,30,24334.5,0,343.9,Natural Gas,328.88,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1991,7364.1,2956.4,0,0,136664.5,0,73847.1,858,85819,0,0,0,0,86677.7,,2016,0.2,5.9,11694.2,5.7,0,13928.4,0,137,0,30,24334.5,0,343.9,Natural Gas,328.88,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453178,,RICHMOND,V7C,2016,,,1990,7608.1,4574.3,0,0,197823.6,0,135085.8,1737,146094,0,0,0,0,147830.7,,0.2,9,11694.2,8.8,0,13928.4,0,198,0,30,24340.8,0,440.9,Natural Gas,401.81,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1997,7458.2,2676.8,0,0,126583.5,0,64951.1,1197,75392,0,0,0,0,76589.2,,2016,0.2,5.3,11694.2,5.2,0,13928.4,0,127,0,30,24342,0,440.9,Natural Gas,401.81,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.3
1453183,,VANCOUVER,V5S,2016,,,1970,7613.6,4298.9,0,0,205266.4,1.3,135650.1,1756,135650,0,0,17685,0,155091.5,,0.2,8.9,11694.2,8.3,0,13928.4,0,205,0,30,24522.7,0.5,231.1,Natural Gas,236.9,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1976,7203.4,2727.3,0,0,143820.1,1.2,77037.1,280,77037,0,0,16273,0,93589.9,,2016,0.1,5.9,11694.2,5.3,0,13928.4,0,144,0,30,24577.9,0.5,231.1,Natural Gas,243.87,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.3
1453186,,RICHMOND,V7E,2016,,,1980,7367.6,2602.1,0,0,123473.1,0,72607.9,871,72608,0,0,0,0,73478.8,,0.2,5.2,11694.2,5,0,13928.4,0,123,0,30,24342,0,141.4,Natural Gas,135.64,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1987,7311.5,1906.4,0,0,97352,0,57891.5,669,57891,0,0,0,0,58560.4,,2016,0.2,3.8,11694.2,3.7,0,13928.4,0,97,0,30,13139.2,0,141.4,Natural Gas,227.8,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453304,,RICHMOND,V7E,2016,,,1980,7314.5,2679,0,0,126148.6,0,58998,680,75474,0,0,0,0,76154.3,,0.2,5.3,11694.2,5.2,0,13928.4,0,126,0,30,24342,0,161.1,Natural Gas,157.47,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1986,7223.6,1900,0,0,96797.3,0,30307.6,352,46451,0,0,0,0,46802.9,,2016,0.2,3.8,11694.2,3.7,0,13928.4,0,97,0,30,24342,0,161.1,Natural Gas,274.53,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453190,,RICHMOND,V6Y,2016,,,1980,7340.9,2863,0,0,143712.8,0.8,65586.4,774,82332,0,0,10612,0,93718.5,,0.2,6,11694.2,5.5,0,13928.4,0,144,0,30,24342,0.3,158,Natural Gas,153.29,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1984,7219.2,1855,0,0,105028.7,0.7,28949.7,336,44774,0,0,9923,0,55033.5,,2016,0.2,4,11694.2,3.6,0,13928.4,0,105,0,30,24342.7,0.3,158,Natural Gas,276.85,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
1453202,,VANCOUVER,V5S,2016,,,1980,7930.5,3808.5,0,0,170452.1,0,117747.4,1513,117747,0,0,0,0,119260.8,,0.2,7.5,11694.2,7.3,0,13928.4,0,170,0,1413.9,24155.2,0,234.1,Natural Gas,322.56,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,1988,7808,2210.1,0,0,110454.6,0,58190.8,1072,58191,0,0,0,0,59263.2,,2016,0.2,4.4,11694.2,4.3,0,13928.4,0,110,0,1413.9,24155.2,0,234.1,Natural Gas,322.56,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.3
1455258,,RICHMOND,V6Y,2016,,,2000,19835.7,821.7,0,0,102025.1,0,44914.5,45786,6460,0,0,0,0,52246.2,,0.4,2,11694.2,1.6,0,13928.4,0,102,0,0,24156.3,0,192.6,Electricity,266.82,Electricity,Baseboard/Hydronic/Plenum,,Natural gas,3,Single Detached,2000,17799.4,706.8,0,0,90414.1,0,37723.4,38455,6460,0,0,0,0,44915.5,,2016,0.4,1.7,11694.2,1.4,0,13928.4,0,90,0,0,19876.1,0,192.6,Electricity,266.82,Electricity,Baseboard/Hydronic/Plenum,Natural gas,HOT2000 11.2.86
