PropKey,AccountKey,tenant_owner,bill_code,start_date,end_date,Meter_Reads_2019,kWh_2019,Meter_Reads_2020,kWh_2020,Meter_Reads_2021,kWh_2021,Total_Meter_Reads,Total_kWh,category,NGBRHOOD,ZONECAT,CensusTract,DecadeEffective,DecadeBuilt,Foundation,Heating_Type,Sqrfeet,Number_of_2Piece_Baths,Number_of_3Piece_Baths,Number_of_Full_Baths,Number_of_Bedrooms,Number_of_Storeys,Pool,Tenure,TypeofDwelling,BuildingKey,Storey_Desc,Build
4812083466761064011,-7964294192930844083,T,101   ,10/16/2013 0:00:00,,6,2872,6,3367,6,2820,18,9059,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,1000,0,0,1,2,0,,6-10 Years,CONDO,6270876491044223819,, HI-RISE
6966047474050277710,2244244145509942349,T,101   ,7/26/1996 0:00:00,,6,705,6,588,6,627,18,1920,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,600,0,0,1,1,0,,20+ Years,CONDO,6270876491044223819,, HI-RISE
-310283461591483067,-4615939814690375351,T,101   ,6/1/2008 0:00:00,,6,1411,6,1635,6,2201,18,5247,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,600,0,0,1,1,0,,11-15 Years,CONDO,6270876491044223819,, HI-RISE
-4301381477050715830,-2651037985577062336,T,101   ,11/27/2018 0:00:00,,6,4054,6,3143,6,3988,18,11185,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,1000,0,0,1,2,0,,5 or less years,CONDO,6270876491044223819,, HI-RISE
-4839738663041641662,-6285327008781604793,T,101   ,5/29/2006 0:00:00,,6,2416,6,2390,6,2374,18,7180,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,700,0,0,1,1,0,,16-20 Years,CONDO,6270876491044223819,, HI-RISE
-1799881450723459004,7724067996037098049,T,101   ,12/16/2007 0:00:00,,6,1953,6,1676,8,1737,20,5366,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,800,0,0,1,1,0,,11-15 Years,CONDO,6270876491044223819,, HI-RISE
7544839220766300743,7294167826024774211,T,101   ,8/28/2006 0:00:00,,6,2243,6,2586,6,2352,18,7181,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,700,0,0,1,1,0,,16-20 Years,CONDO,6270876491044223819,, HI-RISE
944230734737971277,8881591118736153675,T,101   ,4/2/2016 0:00:00,,6,3923,6,4434,6,5197,18,13554,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,1000,0,0,1,2,0,,6-10 Years,CONDO,6270876491044223819,, HI-RISE
-1401179722984741302,6371385220398401351,T,101   ,11/12/2015 0:00:00,,6,1238,6,1355,8,1153,20,3746,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,600,0,0,1,1,0,,6-10 Years,CONDO,6270876491044223819,, HI-RISE
-693287020130386874,6919645479268223557,T,101   ,1/19/2008 0:00:00,,6,1853,6,1821,6,1783,18,5457,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,700,0,0,1,1,0,,11-15 Years,CONDO,6270876491044223819,, HI-RISE
7107277170847545157,33426027152927307,T,101   ,10/31/1992 0:00:00,,6,2513,6,2137,6,1307,18,5957,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,800,0,0,1,1,0,,20+ Years,CONDO,6270876491044223819,, HI-RISE
-8270716648577875377,-1383259356957682364,T,101   ,5/31/1992 0:00:00,,6,1397,6,1775,6,1366,18,4538,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,800,0,0,1,1,0,,20+ Years,CONDO,6270876491044223819,, HI-RISE
-2041641310957146037,-1783994492455984822,T,101   ,1/27/1995 0:00:00,,6,2329,6,1927,6,2048,18,6304,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,700,0,0,1,1,0,,20+ Years,CONDO,6270876491044223819,, HI-RISE
-3409497983473832885,6054221239188014415,T,101   ,5/30/1993 0:00:00,,6,1831,6,1842,6,2269,18,5942,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,1000,0,0,1,2,0,,20+ Years,CONDO,6270876491044223819,, HI-RISE
3686571303633284428,-2756146936574069171,T,101   ,12/1/2011 0:00:00,,6,1568,6,1762,6,1473,18,4803,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,600,0,0,1,1,0,,11-15 Years,CONDO,6270876491044223819,, HI-RISE
5483035033227899980,524390070294673985,T,101   ,12/3/1990 0:00:00,,6,2625,6,2723,6,2697,18,8045,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,600,0,0,1,1,0,,20+ Years,CONDO,6270876491044223819,, HI-RISE
-2369931185044104114,-6067249683703898304,T,101   ,10/29/1997 0:00:00,,6,4304,6,4658,6,4661,18,13623,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,1000,0,0,1,2,0,,6-10 Years,CONDO,6270876491044223819,, HI-RISE
3311066870771707981,7403674078702251593,T,101   ,2/14/2016 0:00:00,,6,2150,6,2268,6,2330,18,6748,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,700,0,0,1,1,0,,6-10 Years,CONDO,6270876491044223819,, HI-RISE
-2496322130876150711,6279414788667174216,T,101   ,6/17/2016 0:00:00,,6,1171,6,960,6,953,18,3084,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,700,0,0,1,1,0,,6-10 Years,CONDO,6270876491044223819,, HI-RISE
-549846356613751228,6614481668489537099,T,101   ,12/1/2009 0:00:00,,6,1836,6,1858,6,1645,18,5339,RE,DOWNTOWN,APARTMENT (HIGH RISE),9330207,1971 to 1980,1971 to 1980,,,600,0,0,1,1,0,,11-15 Years,CONDO,6270876491044223819,, HI-RISE
5086097984564096579,-2005688176481210292,T,101   ,6/30/2018 0:00:00,,6,4466,6,6084,6,7559,18,18109,RE,QUEENS PARK,SINGLE DETACHED,9330205.0099999998,1971 to 1980,Before 1921,Partial Basement,,5000,1,0,4,5,2,,5 or less years,SINGLE FAMILY,,2 STY SFD , BEFORE 1930 - STD
7753634342955455818,1596543206045128769,T,101   ,7/31/2017 0:00:00,,6,13161,6,8723,6,9247,18,31131,RE,QUEENS PARK,SINGLE DETACHED,9330205.0099999998,1971 to 1980,1931 to 1940,Basement,,3200,1,0,2,4,1.5,,5 or less years,SINGLE FAMILY,,1 1/2 STY SFD , BEFORE 1930 - FAIR
-5078908637137846464,-3217398138539087547,T,101   ,12/4/1999 0:00:00,,6,31788,6,28735,6,30223,18,90746,RE,QUEENS PARK,SINGLE DETACHED,9330205.0099999998,1981 to 1990,1921 to 1930,Partial Basement,,4000,0,3,1,6,2,X,11-15 Years,SINGLE FAMILY,,2 STY SFD , BEFORE 1930 - STD
4148854818907437646,416241674514431559,T,101   ,6/9/1999 0:00:00,,6,8365,6,9553,6,9178,18,27096,RE,QUEENS PARK,SINGLE DETACHED,9330205.0099999998,1971 to 1980,1921 to 1930,Basement,,2300,0,1,1,5,1.5,,20+ Years,SINGLE FAMILY,,1 1/2 STY SFD , BEFORE 1930 - FAIR
926769681485438019,-6700109188668366011,T,101   ,1/1/1981 0:00:00,,6,5235,6,5726,6,5469,18,16430,RE,QUEENS PARK,SINGLE DETACHED,9330205.0099999998,1971 to 1980,1971 to 1980,Basement,,4000,1,1,1,4,1,,16-20 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
3355003329258179663,7611117304526989638,T,101   ,6/30/2017 0:00:00,,6,5623,6,7232,6,6930,18,19785,RE,QUEENS PARK,SINGLE DETACHED,9330205.0099999998,1981 to 1990,1971 to 1980,Partial Basement,,3400,1,0,2,4,2,,5 or less years,SINGLE FAMILY,,2 STY SFD , AFTER 1960 - MODERN STD
7521501988239847242,-7915454303510462400,T,101   ,6/21/2013 0:00:00,,6,4349,6,5058,6,4654,18,14061,RE,QUEENS PARK,SINGLE DETACHED,9330205.0099999998,1991 to 2000,1971 to 1980,Basement,,2300,0,1,2,5,1,,5 or less years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-4465544205538689204,5364964161574639685,T,101   ,6/10/2011 0:00:00,,6,4014,6,4012,6,4067,18,12093,RE,QUEENS PARK,SINGLE DETACHED,9330205.0099999998,1961 to 1970,Before 1921,Partial Basement,,2200,0,1,1,4,1.5,,11-15 Years,SINGLE FAMILY,,1 STY SFD , BEFORE 1930 - FAIR
455435460965137477,844932922407622989,T,101   ,5/14/2011 0:00:00,,6,10448,6,11068,6,10519,18,32035,RE,QUEENS PARK,SINGLE DETACHED,9330205.0099999998,1971 to 1980,1921 to 1930,Partial Basement,,2200,1,0,1,4,2,,5 or less years,SINGLE FAMILY,,2 STY SFD , BEFORE 1930 - FAIR
6442324459107886920,-5062506864504377011,T,101   ,6/18/2015 0:00:00,,6,17837,6,19676,6,20319,18,57832,RE,QUEENSBOROUGH,COMMERCIAL,9330200,2011 or Newer,2011 or Newer,,,1800,1,0,2,3,0,,6-10 Years,TOWNHOUSE,,,
-3199866701613678514,-5845139530381474493,T,101   ,10/28/2011 0:00:00,,6,17247,6,21837,6,20567,18,59651,RE,QUEENSBOROUGH,COMMERCIAL,9330200,2011 or Newer,2011 or Newer,,,1800,1,0,2,3,0,,11-15 Years,TOWNHOUSE,,,
-3022378281796822715,6514899351295919691,T,101   ,9/4/2001 0:00:00,,6,8819,6,9616,6,9228,18,27663,RE,QUEENSBOROUGH,SINGLE DETACHED,9330200,1951 to 1960,1951 to 1960,Basement,,2300,0,0,2,6,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1930 - STD
-680711938458246069,68774096366121538,O,101   ,5/2/2018 0:00:00,,6,10979,6,15856,6,17381,18,44216,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1600,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
1244573878216197185,3657641638988372551,O,101   ,7/17/2018 0:00:00,,6,9399,6,9530,6,9159,18,28088,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1500,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
-6576555747389199544,4426610932897076811,O,101   ,9/13/2017 0:00:00,,6,12503,6,15461,6,17120,18,45084,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1500,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
3971294904877929792,-5734548670728533689,O,101   ,7/6/2017 0:00:00,,6,10686,6,10086,6,10528,18,31300,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1500,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
7221817363671680327,-8516380266670952381,O,101   ,8/25/2017 0:00:00,,6,7215,6,7648,6,8057,18,22920,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1500,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
-5824367124253092022,-2965166236835087289,O,101   ,4/25/2017 0:00:00,,6,19478,6,20615,6,21985,18,62078,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1600,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
5799374183662191435,-7089309624305004722,O,101   ,4/17/2017 0:00:00,,6,12403,6,12394,6,13045,18,37842,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1600,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
3272740877701350730,-4071711980933338802,O,101   ,4/24/2017 0:00:00,,6,7687,6,8082,6,9958,18,25727,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1300,1,1,1,2,0,,5 or less years,TOWNHOUSE,,,
8674284847205304654,-2017395493641691840,O,101   ,4/26/2017 0:00:00,,6,5939,6,6630,6,7337,18,19906,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1300,1,1,1,2,0,,5 or less years,TOWNHOUSE,,,
5606130280114059843,8813090250934627405,O,101   ,7/28/2017 0:00:00,,6,12537,6,13272,6,13339,18,39148,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1300,1,1,1,2,0,,5 or less years,TOWNHOUSE,,,
-6077348900839208631,-6127979222525127346,O,101   ,8/9/2017 0:00:00,,6,9946,6,10576,6,12711,18,33233,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1500,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
4045572340979390799,4134809361961384527,O,101   ,7/25/2017 0:00:00,,6,8103,6,7884,6,9015,18,25002,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1500,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
-1896332099446222271,-1347902244803397305,O,101   ,12/2/2017 0:00:00,,6,13224,6,12212,6,10483,18,35919,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1300,1,1,1,2,0,,5 or less years,TOWNHOUSE,,,
-3975321487030463161,7185445355985773632,O,101   ,7/25/2017 0:00:00,,6,14768,6,19022,6,21505,18,55295,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1700,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
-7126740690429317046,4510456613315046210,O,101   ,7/13/2017 0:00:00,,6,5646,6,6291,6,6644,18,18581,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1300,1,1,1,2,0,,5 or less years,TOWNHOUSE,,,
3137844178804943433,4434570268351840589,O,101   ,7/18/2017 0:00:00,,6,7538,6,8682,6,11226,18,27446,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1300,1,1,1,2,0,,5 or less years,TOWNHOUSE,,,
-8706253748403174331,8324826912489548621,O,101   ,7/20/2017 0:00:00,,6,7361,6,10876,6,11076,18,29313,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1300,1,1,1,2,0,,5 or less years,TOWNHOUSE,,,
-4571997202508648114,-1749155307058812850,O,101   ,7/20/2017 0:00:00,,6,7486,6,8025,6,8525,18,24036,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1300,1,1,1,2,0,,5 or less years,TOWNHOUSE,,,
6211641665604279367,-881795029581731762,O,101   ,7/19/2017 0:00:00,,6,7543,6,8775,6,9159,18,25477,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1300,1,1,1,2,0,,5 or less years,TOWNHOUSE,,,
-4592592630253827004,4290808775431104333,O,101   ,7/21/2017 0:00:00,,6,9354,6,12380,6,11720,18,33454,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1300,1,1,1,2,0,,5 or less years,TOWNHOUSE,,,
4773422941002395204,3502565509746512718,O,101   ,7/20/2017 0:00:00,,6,9054,6,10007,6,9574,18,28635,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1600,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
-4570664127149934772,-384869998917001912,O,101   ,6/1/2017 0:00:00,,6,6558,6,9141,6,8545,18,24244,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1500,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
4359054811167546692,-5572229710374757052,O,101   ,10/27/2017 0:00:00,,6,14365,6,16527,6,17460,18,48352,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1500,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
4691885753717089103,8688225700364751943,O,101   ,10/8/2018 0:00:00,,6,11100,6,9085,6,11766,18,31951,RE,QUEENSBOROUGH,APARTMENT (LOW RISE),9330200,2011 or Newer,2011 or Newer,,,1700,1,1,1,3,0,,5 or less years,TOWNHOUSE,,,
-3672890150060279477,-5960024615243800509,T,101   ,6/25/2014 0:00:00,,6,11228,6,12051,6,12222,18,35501,RE,QUEENSBOROUGH,SINGLE DETACHED,9330200,2011 or Newer,2011 or Newer,Partial Basement,,2700,1,0,4,5,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW SEMICUSTOM
4083475237711974467,7409735853072182344,T,101   ,5/15/2015 0:00:00,,6,20984,6,21931,6,21761,18,64676,RE,QUEENSBOROUGH,SINGLE DETACHED,9330200,2011 or Newer,2011 or Newer,Partial Basement,,2700,1,0,4,5,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW SEMICUSTOM
-5425815674517875898,-2246718189759660467,T,101   ,3/15/2018 0:00:00,,6,19466,6,20844,6,20566,18,60876,RE,QUEENSBOROUGH,SINGLE DETACHED,9330200,2011 or Newer,2011 or Newer,Partial Basement,,2600,1,0,4,5,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW SEMICUSTOM
-6573475040170496689,-10655238377404599,T,101   ,6/1/2016 0:00:00,,6,15934,6,17452,6,16691,18,50077,RE,QUEENSBOROUGH,SINGLE DETACHED,9330200,2011 or Newer,2011 or Newer,Partial Basement,,2600,1,0,4,5,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW SEMICUSTOM
-2392368041817498813,8460073232543641418,T,101   ,10/27/2010 0:00:00,,6,9237,6,7744,6,8576,18,25557,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1900,1,0,2,4,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
5008929196808135496,111158320721433676,T,101   ,1/30/2007 0:00:00,,6,11191,6,9000,6,10282,18,30473,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1600,0,0,2,3,2,,16-20 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
2425010960688630081,2396812671549854529,T,101   ,1/2/2008 0:00:00,,6,9043,6,9349,6,9273,18,27665,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1700,1,1,1,4,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-4255401192572631993,1405873222084959044,T,101   ,1/13/2013 0:00:00,,6,11682,6,10907,6,10440,18,33029,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1700,2,1,1,4,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-4130673471890957247,5005247800858397507,T,101   ,6/14/2018 0:00:00,,6,7011,6,8040,6,6901,18,21952,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1700,1,0,2,4,2,,5 or less years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-9001748215674227647,-1855611295456670642,T,101   ,4/2/2016 0:00:00,,6,9672,6,9697,6,10853,18,30222,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1500,1,1,1,3,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-196993230245679285,6254429438258051407,T,101   ,1/30/2008 0:00:00,,6,6020,6,6665,6,8019,18,20704,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1500,1,0,2,4,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
949805921454198336,-3924177656507546291,T,101   ,11/23/2007 0:00:00,,6,5536,6,5674,6,5242,18,16452,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1700,1,1,1,4,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-2680447993953539251,8972344207875671373,T,101   ,1/5/2008 0:00:00,,6,5163,6,5420,6,5749,18,16332,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1400,1,1,1,3,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-2285366176112240817,7718229460176872004,T,101   ,2/29/2008 0:00:00,,6,7940,6,7422,6,7268,18,22630,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1500,1,0,2,4,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
9093848119847792459,549277580115905614,T,101   ,5/1/2008 0:00:00,,6,6021,6,6335,6,6415,18,18771,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1400,1,1,1,3,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-1281696165561216693,2654789553392329539,T,101   ,4/1/2008 0:00:00,,6,4633,6,5041,6,5720,18,15394,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1600,1,1,1,4,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
7773382265737301824,226681312766188864,T,101   ,5/18/2013 0:00:00,,6,4253,6,4709,6,5871,18,14833,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1500,1,0,2,4,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-1568379656347947699,-6972231574343338167,T,101   ,6/15/2018 0:00:00,,6,3322,6,3554,6,3761,18,10637,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1400,1,1,1,3,2,,5 or less years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
5759304616291888454,4297700133164059215,T,101   ,5/1/2008 0:00:00,,6,5760,6,6490,6,6152,18,18402,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1500,1,0,2,4,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
5281994284847998281,6850945281325965122,T,101   ,4/18/2008 0:00:00,,6,5931,6,5573,6,6286,18,17790,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1400,1,1,1,3,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-7459658125257906878,5389413372014524748,T,101   ,5/17/2008 0:00:00,,6,4674,6,5050,6,5554,18,15278,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1700,1,1,1,4,2,,5 or less years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-7103921100810725562,8670634827132922184,T,101   ,5/16/2008 0:00:00,,6,5693,6,6895,6,7519,18,20107,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1500,1,0,2,3,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-8120275689943950519,-5850057362958230715,T,101   ,7/16/2009 0:00:00,,6,7487,6,7788,6,8132,18,23407,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1600,1,1,1,4,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-5376431841756249019,-4893018536102977202,T,101   ,4/16/2008 0:00:00,,6,8859,6,8395,8,8868,20,26122,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1600,1,1,1,4,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
2461935011770257477,-376577198341142975,T,101   ,5/8/2008 0:00:00,,6,9571,6,8287,6,10244,18,28102,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1900,1,0,2,4,2,,11-15 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
423225265151054411,-3684466220337977013,T,101   ,2/1/2005 0:00:00,,6,14471,6,13492,6,11825,18,39788,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1900,1,0,2,4,2,,5 or less years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-8966461694970953139,-3105943714308894904,T,101   ,9/18/2004 0:00:00,,6,7649,6,7538,6,7244,18,22431,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1700,1,0,2,4,2,,16-20 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-5894118416825880498,453679331531820873,T,101   ,10/8/2004 0:00:00,,6,6524,6,6469,6,6718,18,19711,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1500,1,0,2,4,2,,16-20 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
8591656706702086989,353425787286868033,T,101   ,4/29/2014 0:00:00,,6,8629,6,8520,6,12280,18,29429,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1700,1,0,2,4,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
66814300039112013,-5260007722976807601,T,101   ,1/16/2005 0:00:00,,6,6314,6,8068,6,6873,18,21255,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1400,1,0,2,3,2,,16-20 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-5427524251454877108,1870962600192292937,T,101   ,4/29/2004 0:00:00,,6,4564,6,4883,6,4862,18,14309,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1400,1,0,2,3,2,,16-20 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
723369879136578116,8819420877341197635,T,101   ,12/1/2013 0:00:00,,6,15434,6,12993,6,11920,18,40347,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1600,1,1,2,3,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-9041715062211904186,1026153496491631950,T,101   ,3/28/2010 0:00:00,,6,9023,6,7156,6,8035,18,24214,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1600,1,0,2,3,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
-2119113788453113275,8372421852474614850,T,101   ,1/15/2013 0:00:00,,6,10390,6,10232,6,10388,18,31010,RE,QUEENSBOROUGH,TOWNHOUSE,9330200,2001 to 2010,2001 to 2010,Crawl,,1600,1,0,2,3,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
