PropKey,AccountKey,tenant_owner,bill_code,start_date,end_date,Meter_Reads_2019,kWh_2019,Meter_Reads_2020,kWh_2020,Meter_Reads_2021,kWh_2021,Total_Meter_Reads,Total_kWh,category,NGBRHOOD,ZONECAT,CensusTract,DecadeEffective,DecadeBuilt,Foundation,Heating_Type,Sqrfeet,Number_of_2Piece_Baths,Number_of_3Piece_Baths,Number_of_Full_Baths,Number_of_Bedrooms,Number_of_Storeys,Pool,Tenure,TypeofDwelling,BuildingKey,Storey_Desc,Build
-4220632571932909753,6147235315181489220,T,101   ,8/30/2007 0:00:00,,6,4074,6,5169,6,5305,18,14548,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1600,0,0,1,2,0,,11-15 Years,CONDO,,, HI-RISE
5467580419968315972,-2445227129010278326,T,101   ,9/30/1997 0:00:00,,6,4377,6,3889,6,3261,18,11527,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1700,0,1,1,2,0,,16-20 Years,CONDO,,, HI-RISE
-2778458825412244416,-1523288536724013240,T,101   ,10/1/2011 0:00:00,,6,2416,6,2340,6,2027,18,6783,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1000,0,1,1,1,0,,11-15 Years,CONDO,,, HI-RISE
-2288710211778108605,-6277681621614984121,T,101   ,7/31/2011 0:00:00,,6,7525,6,7240,8,7829,20,22594,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1500,0,0,1,2,0,,11-15 Years,CONDO,,, HI-RISE
-4599194294960730809,8972093547391127110,T,101   ,7/20/2015 0:00:00,1/5/2022 0:00:00,6,9200,6,7359,6,5443,18,22002,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1500,0,0,1,2,0,,5 or less years,CONDO,,, HI-RISE
-1801442158548469427,8248567797654680386,T,101   ,1/23/2014 0:00:00,,6,3362,6,4068,6,4145,18,11575,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1000,0,1,1,1,0,,6-10 Years,CONDO,,, HI-RISE
-5336043193881535415,6693433271097785666,T,101   ,9/20/2014 0:00:00,,6,3019,6,3341,6,3314,18,9674,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1300,0,0,2,2,0,,6-10 Years,CONDO,,, HI-RISE
-7256199433771238328,-6020674610552714674,T,101   ,11/23/2018 0:00:00,,6,4660,6,4639,6,3801,18,13100,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1300,0,1,1,2,0,,5 or less years,CONDO,,, HI-RISE
-7199179031465338811,-8576834532473865147,T,101   ,9/17/2014 0:00:00,,6,12944,6,15295,8,17529,20,45768,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1500,0,0,1,2,0,,6-10 Years,CONDO,,, HI-RISE
-6749759144217279157,-9080280278842300852,T,101   ,11/15/2013 0:00:00,1/15/2022 0:00:00,6,7261,6,8536,6,8465,18,24262,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1500,0,1,1,2,0,,5 or less years,CONDO,,, HI-RISE
-1411667747861674425,2728324331340358984,T,101   ,9/17/2013 0:00:00,,6,2680,6,2710,6,3432,18,8822,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1000,0,1,1,1,0,,6-10 Years,CONDO,,, HI-RISE
-5770633256217997244,8052478825832262217,T,101   ,12/13/2017 0:00:00,,6,3306,6,3532,6,3380,18,10218,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1300,0,1,1,2,0,,5 or less years,CONDO,,, HI-RISE
6299982026896479818,-4697699277985144763,T,101   ,12/4/2008 0:00:00,,6,5878,6,3974,6,3787,18,13639,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1500,0,0,1,2,0,,11-15 Years,CONDO,,, HI-RISE
-5321959314739436726,-7707515989093847987,T,101   ,2/3/2015 0:00:00,,6,3587,6,2465,6,1659,18,7711,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1000,0,1,1,1,0,,6-10 Years,CONDO,,, HI-RISE
-4105519881885072826,246459832543566406,T,101   ,10/26/2013 0:00:00,,6,3858,6,4346,6,4395,18,12599,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1300,0,1,1,2,0,,6-10 Years,CONDO,,, HI-RISE
549234313642774854,-8814558879093934260,T,101   ,9/1/1997 0:00:00,,6,4817,6,4702,6,4061,18,13580,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1300,0,1,1,2,0,,20+ Years,CONDO,,, HI-RISE
6321706090313910094,-192391914875942836,T,101   ,12/29/1994 0:00:00,,6,3308,6,3425,6,2896,18,9629,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1000,0,1,1,1,0,,20+ Years,CONDO,,, HI-RISE
5986394172369488717,-536831317776146867,T,101   ,4/28/2013 0:00:00,,6,3380,6,3270,6,3634,18,10284,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1500,0,0,1,2,0,,6-10 Years,CONDO,,, HI-RISE
8837687627336862793,2232600458998027854,T,101   ,11/26/2013 0:00:00,,6,3535,6,4375,6,3552,18,11462,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1000,0,1,1,1,0,,6-10 Years,CONDO,,, HI-RISE
-6670570470615993280,7354163397663934275,T,101   ,5/8/2003 0:00:00,,6,3790,6,3555,6,3311,18,10656,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1300,0,1,1,2,0,,16-20 Years,CONDO,,, HI-RISE
3733533081088293964,-122191243843396029,T,101   ,3/26/2010 0:00:00,,6,4017,6,4532,6,4604,18,13153,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1300,0,1,1,2,0,,11-15 Years,CONDO,,, HI-RISE
-1889943840104659900,-8204850593977445046,T,101   ,6/29/2014 0:00:00,,6,3017,6,2834,6,5154,18,11005,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1000,0,1,1,1,0,,6-10 Years,CONDO,,, HI-RISE
-8432339038702385595,-1130953775149399217,T,101   ,5/2/2014 0:00:00,,6,2467,6,3018,6,3027,18,8512,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1500,0,0,1,2,0,,6-10 Years,CONDO,,, HI-RISE
-7784630770578036657,5768054676958732106,T,101   ,9/23/2009 0:00:00,,6,3613,6,3962,6,3368,18,10943,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1500,0,0,1,2,0,,11-15 Years,CONDO,,, HI-RISE
7119817266339566411,8680873288325442375,T,101   ,2/9/2008 0:00:00,,6,3891,6,3227,6,2835,18,9953,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1000,0,0,1,2,0,,11-15 Years,CONDO,,, HI-RISE
6571708774806616139,7633436304361107270,T,101   ,8/26/2014 0:00:00,,6,10064,6,9679,6,11176,18,30919,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1300,0,1,1,2,0,,6-10 Years,CONDO,,, HI-RISE
-7332131439726147773,5041402745669074508,T,101   ,8/18/2017 0:00:00,,6,9279,6,5752,6,6793,18,21824,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1000,0,1,1,2,0,,5 or less years,CONDO,,, HI-RISE
-4518098487906224561,-2705210420785021628,T,101   ,10/28/2017 0:00:00,,6,10175,6,10362,6,6307,18,26844,RE,DOWNTOWN,COMMERCIAL,9330202,1991 to 2000,1991 to 2000,,,1500,0,0,1,2,0,,5 or less years,CONDO,,, HI-RISE
6608679897657621572,7101772470825205059,T,101   ,2/18/2013 0:00:00,,6,10116,6,11919,6,11671,18,33706,RE,BROW OF THE HILL,APARTMENT (HIGH RISE),9330202,1981 to 1990,1981 to 1990,,,1100,0,0,2,1,0,,6-10 Years,CONDO,,, HI-RISE
4842713600743205954,-5415325226861589941,T,101   ,6/15/2018 0:00:00,,6,13774,6,9699,6,11221,18,34694,RE,GLENBROOKE NORTH,DUPLEX,9330208,2011 or Newer,2011 or Newer,Basement,,2900,0,1,4,7,1,,6-10 Years,SINGLE FAMILY,,1 STY DUPLEX , NEW SEMICUSTOM
6318369679224549440,3706020883767852352,T,101   ,8/2/2016 0:00:00,,6,7660,6,6384,6,13245,18,27289,RE,GLENBROOKE NORTH,DUPLEX,9330208,1981 to 1990,1951 to 1960,Basement,,1700,0,0,1,3,1,,6-10 Years,SINGLE FAMILY,,1 STY DUPLEX , AFTER 1930 - FAIR
5944558301242488390,4914923165376253001,T,101   ,4/5/2018 0:00:00,,6,15854,6,15566,6,14533,18,45953,RE,GLENBROOKE NORTH,DUPLEX,9330208,2011 or Newer,2011 or Newer,Partial Basement,,2700,0,0,5,5,2,,5 or less years,SINGLE FAMILY,,2 STY DUPLEX , NEW SEMICUSTOM
642491239278413390,656289335378725185,T,101   ,4/25/2014 0:00:00,,6,8483,6,9011,6,9538,18,27032,RE,GLENBROOKE NORTH,DUPLEX,9330208,2011 or Newer,2011 or Newer,Partial Basement,,2700,0,0,5,5,2,,6-10 Years,SINGLE FAMILY,,2 STY DUPLEX , NEW SEMICUSTOM
-4590625990679854779,-5120898705604403377,T,101   ,8/1/2016 0:00:00,,6,17297,6,16809,6,16910,18,51016,RE,GLENBROOKE NORTH,DUPLEX,9330208,1961 to 1970,1951 to 1960,Basement,,1800,0,0,2,3,1,,6-10 Years,SINGLE FAMILY,,1 STY DUPLEX , AFTER 1930 - STD
-1269503684785160116,5792023035369362754,T,101   ,9/5/1996 0:00:00,,6,8751,6,10270,6,8772,18,27793,RE,BROW OF THE HILL,SINGLE DETACHED,9330202,1991 to 2000,1991 to 2000,Partial Basement,,2200,1,0,3,5,2,,20+ Years,SINGLE FAMILY,,2 STY SFD , NEW STANDARD
560124591438728265,2502154191803801669,T,101   ,11/1/2018 0:00:00,,6,6873,6,6298,6,6939,18,20110,RE,GLENBROOKE NORTH,DUPLEX,9330208,1961 to 1970,1951 to 1960,Basement,,2000,0,0,1,4,1,,6-10 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1930 - STD
2848117679700190285,3967056748872636736,T,101   ,4/29/2006 0:00:00,,6,5338,6,6243,6,8587,18,20168,RE,GLENBROOKE NORTH,DUPLEX,9330208,1971 to 1980,1961 to 1970,Partial Basement,,1700,0,0,1,3,1,,11-15 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-6495536254857328051,550515958573961545,T,101   ,1/1/1981 0:00:00,,6,7563,6,8409,6,8142,18,24114,RE,GLENBROOKE NORTH,DUPLEX,9330208,1961 to 1970,1941 to 1950,Partial Basement,,2300,0,1,1,4,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1930 - STD
-4530981869065463999,-6069652150305950140,T,101   ,4/1/2009 0:00:00,,6,13581,6,15558,6,16543,18,45682,RE,GLENBROOKE NORTH,DUPLEX,9330208,1991 to 2000,1991 to 2000,Basement,,3700,1,1,3,8,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , NEW SEMICUSTOM
8378881838962314054,5808595761135429446,T,101   ,11/8/2004 0:00:00,,6,5468,6,6587,6,6440,18,18495,RE,GLENBROOKE NORTH,DUPLEX,9330208,1961 to 1970,Before 1921,Basement,,2100,0,0,1,3,1,,11-15 Years,SINGLE FAMILY,,1 STY SFD , BEFORE 1930 - FAIR
4144539131403398977,4581542374272797508,T,101   ,11/19/2013 0:00:00,,6,7920,6,9638,8,8937,20,26495,RE,BROW OF THE HILL,SINGLE DETACHED,9330202,1981 to 1990,Before 1921,Partial Basement,,900,0,0,1,3,1,,6-10 Years,SINGLE FAMILY,,1 STY SFD , BEFORE 1930 - FAIR
-5555982941838486972,-1044226277450789310,T,103   ,9/27/2006 0:00:00,,13,11808,12,9568,12,7274,37,28650,CR,,DUPLEX,9330208,1971 to 1980,1941 to 1950,Basement,,2200,0,0,2,4,1.5,,20+ Years,SINGLE FAMILY,,1 1/2 STY SFD , AFTER 1930 - STD
-4862869662100324277,-1360228833799916726,T,103   ,5/31/1987 0:00:00,,13,14671,12,13157,12,11085,37,38913,CR,,DUPLEX,9330208,1981 to 1990,1971 to 1980,Basement,,2300,0,0,2,5,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1930 - STD
3501949842120205389,-960565828254398907,T,101   ,3/15/2014 0:00:00,,6,2768,6,4461,6,11763,18,18992,RE,BROW OF THE HILL,SINGLE DETACHED,9330202,2011 or Newer,Before 1921,Partial Basement,,1700,0,0,2,3,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , BEFORE 1930 - FAIR
-1893537981472493753,-408589466653579441,T,101   ,11/26/2014 0:00:00,,6,9192,6,10701,6,10681,18,30574,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1981 to 1990,1961 to 1970,Basement,,3600,1,0,3,5,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , AFTER 1960 - MODERN STD
-9041042697135042746,7901587601184918857,T,101   ,5/10/1997 0:00:00,,6,8517,6,7601,6,15901,18,32019,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Partial Basement,,4100,1,2,1,5,2,,20+ Years,SINGLE FAMILY,,2 STY SFD , AFTER 1960 - MODERN STD
-7136945461738169780,-4299797240811679161,T,101   ,1/29/2004 0:00:00,,6,9397,6,9292,6,11432,18,30121,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,4500,1,1,1,5,2,,16-20 Years,SINGLE FAMILY,,2 STY SFD , AFTER 1960 - MODERN STD
-3942890565676076728,-166220899008879294,T,101   ,6/30/2005 0:00:00,,6,7602,6,7976,6,8567,18,24145,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3100,1,0,2,5,1,,16-20 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-3936759242799028671,-7476666278486176447,T,101   ,1/1/1981 0:00:00,,6,6836,6,6842,6,6301,18,19979,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3700,1,1,2,4,2,,20+ Years,SINGLE FAMILY,,2 STY SFD , AFTER 1960 - MODERN STD
-25163250031471545,-3583017884332443071,T,101   ,4/1/2000 0:00:00,,6,11019,6,11342,6,12458,18,34819,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,2900,1,1,2,4,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-2844495080005368246,6760824217756130629,T,101   ,5/3/1992 0:00:00,,6,7601,6,7476,6,8310,18,23387,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,2700,1,2,1,4,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-2423359201569396658,-2519512171476049087,T,101   ,1/1/1981 0:00:00,,6,10082,6,10353,6,9072,18,29507,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Partial Basement,,2600,1,1,1,4,1,,5 or less years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-6133809164260403391,1594315349802307655,T,101   ,7/16/2018 0:00:00,,6,14763,6,18174,6,11500,18,44437,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1981 to 1990,1961 to 1970,Basement,,2900,1,0,2,4,1,,5 or less years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-4037646258506494130,3250802421774532687,T,101   ,7/20/2012 0:00:00,,6,8953,6,8532,6,6205,18,23690,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,2800,2,0,1,4,1,,6-10 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1930 - STD
-5918103878747638973,-2712472577663704500,T,101   ,9/1/1990 0:00:00,,6,6291,6,6735,6,6397,18,19423,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,3000,1,1,1,3,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-6882728223754118328,-796236183245534399,T,101   ,1/23/1988 0:00:00,,6,7432,6,7830,6,7606,18,22868,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,3200,1,1,1,3,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-8480874861884666289,-6649575759574269108,T,101   ,6/24/2018 0:00:00,,6,8726,6,8429,8,9058,20,26213,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,3900,2,1,1,5,1.5,,5 or less years,SINGLE FAMILY,,1 1/2 STY SFD , AFTER 1960 - MODERN STD
4231879436018686019,-871775536804184758,T,101   ,7/15/1995 0:00:00,,6,4950,6,4715,6,4652,18,14317,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3900,1,2,1,5,1.5,,20+ Years,SINGLE FAMILY,,1 1/2 STY SFD , AFTER 1960 - MODERN STD
4256037274201809221,-2896310228398859961,T,101   ,3/15/1999 0:00:00,,6,6462,6,6623,8,6880,20,19965,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,2800,1,0,2,5,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
4521436815657617486,7293345546278090571,T,101   ,1/30/2014 0:00:00,,6,15114,6,11280,6,12513,18,38907,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1991 to 2000,1961 to 1970,Basement,,2700,0,1,3,3,1,,6-10 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
3110717879543183183,-748422578986179512,T,101   ,9/20/2018 0:00:00,,6,7668,6,8822,6,11578,18,28068,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1981 to 1990,1961 to 1970,Basement,,3100,0,0,2,5,1,,5 or less years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-1812170169070953908,7517890110916193096,T,101   ,6/30/1993 0:00:00,,6,3810,6,3694,6,3973,18,11477,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3100,0,1,2,5,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-517461784126076856,7717951622655885129,T,101   ,12/5/2015 0:00:00,,6,7392,6,8924,6,9420,18,25736,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,2600,1,1,2,4,1,,6-10 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
7270778415866979909,-4899064640667580860,T,101   ,5/26/1990 0:00:00,,6,18680,6,18828,6,19428,18,56936,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,2800,1,2,1,5,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-1790809032442596285,-8627937118929095858,T,101   ,9/1/2000 0:00:00,,6,18382,6,18137,8,20022,20,56541,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Partial Basement,,3900,1,0,3,5,2,,20+ Years,SINGLE FAMILY,,2 STY SFD , AFTER 1960 - MODERN STD
3322654511670770753,-6290494563758439093,T,101   ,5/27/2003 0:00:00,,6,12100,6,13839,6,11607,18,37546,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3300,1,0,2,4,1,,16-20 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
4132716981924806722,1805332927228549962,T,101   ,4/6/2016 0:00:00,,6,10708,6,13851,6,15025,18,39584,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1981 to 1990,1971 to 1980,Partial Basement,,3500,1,1,3,5,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , AFTER 1930 - SEMICUSTOM
3711895988932963392,2796240803206004547,T,101   ,9/30/2014 0:00:00,,6,6802,6,8031,6,8607,18,23440,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3000,1,1,1,3,1,,6-10 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
3578682829587874880,-5608931655435353280,T,101   ,1/1/1981 0:00:00,,6,7055,6,7388,6,7887,18,22330,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,2900,1,0,1,5,1,,6-10 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
6677574065177761089,5241968833401835845,T,101   ,10/1/2015 0:00:00,,6,11549,6,11590,6,10232,18,33371,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3900,1,0,3,7,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , AFTER 1960 - MODERN STD
5570594823220745801,720277965261289282,T,101   ,1/1/1981 0:00:00,,6,5487,6,4992,6,5179,18,15658,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,3200,1,0,2,4,2,,6-10 Years,SINGLE FAMILY,,2 STY SFD , AFTER 1960 - MODERN STD
6937193771578256719,2496004352322830410,T,101   ,2/5/1992 0:00:00,,6,14940,6,12380,6,14602,18,41922,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3100,1,0,2,3,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
1581462360881427534,4221678864667709252,T,101   ,1/25/1996 0:00:00,,6,6522,6,8988,6,8665,18,24175,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1981 to 1990,1961 to 1970,Basement,,2700,0,0,2,4,1,X,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
3022981091904094286,-3215090863613388217,T,101   ,7/17/2011 0:00:00,,6,5530,6,5596,6,5962,18,17088,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3000,1,0,1,4,1,,11-15 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
8079275670786955593,-6541592532541446846,T,101   ,1/1/1981 0:00:00,,6,13598,6,14554,6,12685,18,40837,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,4500,1,1,2,5,1.5,,11-15 Years,SINGLE FAMILY,,1 1/2 STY SFD , AFTER 1960 - MODERN STD
-4605601726605374140,-1983592148327168949,T,101   ,5/3/2013 0:00:00,,6,11461,6,10626,6,12062,18,34149,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3200,0,1,2,5,1,,6-10 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
5313261337459411017,-977775356161560501,T,101   ,1/1/1981 0:00:00,,6,8118,6,8899,6,8553,18,25570,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Partial Basement,,3200,1,1,2,5,1,,5 or less years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
6334342684816703552,4722900331789834312,T,101   ,8/1/1992 0:00:00,,6,19532,6,19269,8,21278,20,60079,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3500,1,1,1,4,1,X,5 or less years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
7106156427741235009,5554547172359089739,T,101   ,2/9/2018 0:00:00,,6,8491,6,6443,6,7015,18,21949,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1981 to 1990,1961 to 1970,Basement,,3100,0,1,2,4,1,,6-10 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1930 - STD
2214029758703453256,850873320820083789,T,101   ,12/17/2011 0:00:00,,6,21660,6,23044,6,24955,18,69659,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3700,2,1,1,6,1.5,,11-15 Years,SINGLE FAMILY,,1 1/2 STY SFD , AFTER 1960 - MODERN STD
2446143561745460293,-2140042595391883965,T,101   ,10/31/2016 0:00:00,,6,7409,6,4531,6,6416,18,18356,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,2001 to 2010,1961 to 1970,Partial Basement,,3500,0,0,3,4,1,,6-10 Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
8563684309711647052,-2074799414367745211,T,101   ,5/1/2015 0:00:00,,6,24641,6,25887,6,26116,18,76644,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1981 to 1990,1961 to 1970,Basement,,3900,1,1,1,4,1.5,,6-10 Years,SINGLE FAMILY,,1 1/2 STY SFD , AFTER 1960 - MODERN STD
6944566574075407686,6092803852403981389,T,101   ,11/30/1987 0:00:00,,6,7099,6,7014,6,7633,18,21746,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,3000,2,0,1,5,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
-4456247562258036669,-4149647295648355512,T,101   ,11/28/1986 0:00:00,,6,12973,6,11911,6,10384,18,35268,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1961 to 1970,1961 to 1970,Basement,,3600,1,0,2,5,1.5,,6-10 Years,SINGLE FAMILY,,1 1/2 STY SFD , AFTER 1960 - MODERN STD
356434600686462535,-2574957683534091199,T,101   ,4/26/1985 0:00:00,,6,5609,6,5570,6,5756,18,16935,RE,VICTORY HEIGHTS,SINGLE DETACHED,9330209,1971 to 1980,1961 to 1970,Basement,,3500,2,0,1,4,1,,20+ Years,SINGLE FAMILY,,1 STY SFD , AFTER 1960 - MODERN STD
5902256385507518277,5145519443669321539,T,101   ,5/10/2005 0:00:00,,6,4745,6,3907,6,3603,18,12255,RE,VICTORY HEIGHTS,APARTMENT (LOW RISE),9330209,2001 to 2010,2001 to 2010,,,700,0,0,1,1,0,,16-20 Years,CONDO,,, FRAME
1630193967296609608,2695003206639369802,T,101   ,1/31/2015 0:00:00,,6,6113,6,6584,6,7057,18,19754,RE,VICTORY HEIGHTS,APARTMENT (LOW RISE),9330209,2001 to 2010,2001 to 2010,,,1000,0,0,1,2,0,,6-10 Years,CONDO,,, FRAME
-5906361710556461242,-6833101372374960058,O,101   ,9/27/2017 0:00:00,,6,2577,6,3449,6,3729,18,9755,RE,VICTORY HEIGHTS,APARTMENT (LOW RISE),9330209,2001 to 2010,2001 to 2010,,,700,0,0,1,1,0,,16-20 Years,CONDO,,, FRAME
1463820665373698631,4626222623940568389,T,101   ,8/24/2011 0:00:00,,6,3111,6,3667,6,3438,18,10216,RE,VICTORY HEIGHTS,APARTMENT (LOW RISE),9330209,2001 to 2010,2001 to 2010,,,700,0,0,1,1,0,,6-10 Years,CONDO,,, FRAME
